no_of_likes,no_of_images,title,listing_price,item_condition,deal_method,post_date,category_type,post_type,condition_subtext,mailing_option,meetup_option,meetup_location,seller_id,seller_join_date,seller_response,seller_verif,verified_by_email,verified_by_facebook,verified_by_mobile,seller_stars_rating,reviews_of_seller,brands,current_listing_price,len_posts,post_word_count,num_emojis,lemma_posts,topic,probability,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,price
57,8,Trek Madone Full Carbon (50cm frame),"2,000",Well used,Meetup,2 months ago,Road Bikes,Posted,Has minor flaws or defects.,N,Y,Yishun MRT Station (NS13),jluz1,Joined 8 years ago,Very Responsive,Verified,,,,5.0,23,"Trek, Trek",2000.0,336,54,0,trek madone carbon 50 cm frame sell road bike time cycle anymore .. trek madone oclv carbon ..   ultegra group set 105 shifter ..   service 220 ..   overhaul   bartape   inner cable   steertube spacer shifter improvement     low baller   slightly negotiable   pm interested thank,3,1.0,trek,madone,bontrager,oclv,bike,slr,size,aeolus,emonda,carbon,High
0,10,Vitus Sean Kelly Limited Edition (56cm),"1,099",Well used,Meetup,5 days ago,Road Bikes,Posted,Has minor flaws or defects.,N,Y,Bukit Panjang,silentwood,Joined 9 years ago,Very Responsive,Verified,,,,5.0,57,Vitus,1099.0,423,61,0,vitus sean kelly limited edition 56 cm components high modulus t700 hm ud carbon frame fork oval concept handlebar dropbar truvativ stem gineyea seatpost clamp shimano tiagra 10 speed groupset 105 crank 53 39 standard shimano tiagra rim brake 68 mm bsa thread bracket fulcrum race 900 wheelset audible loud hub relatively new tyre continental ultra sport iii 700x23c online review  ,0,0.1816361843308211,specialized,bike,mm,carbon,tarmac,shimano,size,saddle,sram,ultegra,Med
17,9,orbea ORCA road bike,"1,700",Well used,Meetup,4 days ago,Road Bikes,Posted,Has minor flaws or defects.,N,Y,Blk 409 Ang Mo Kio Ave 10 Coffeeshop,rey_cyclist,Joined 4 years ago,Mostly Responsive,Verified,,,,5.0,12,"orbea, Orbea, ORbea",1700.0,117,17,0,orbea orca road bike orbea orca orbea carbon size55/ sram groupset zipp wheelset/ pirelli tire view appreciate,-1,0.16746306704478725,bike,size,carbon,shimano,frame,mm,road,new,cm,ultegra,High
37,5,Cannondale CAAD10,"1,100",Like new,Meetup,2 months ago,Road Bikes,Posted,Used once or twice. As good as new.,N,Y,Dakota MRT Station (CC8),wenderful,Joined 9 years ago,Very Responsive,Verified,,,,4.7,13,Cannondale,1100.0,83,14,0,cannondale caad10 size 50 weight 8 kg frame caad 10 group set shimano utegra 105,-1,0.13977111013448987,bike,size,carbon,shimano,frame,mm,road,new,cm,ultegra,Med
5,5,Eddy Merckx Milano 72 Full Carbon Bike,"1,400",Well used,Meetup,2 days ago,Road Bikes,Posted,Has minor flaws or defects.,N,Y,Blk 661A Edgedale Plains,mnakayama,Joined 7 years ago,Very Responsive,Verified,,,,5.0,28,Eddy Merckx,1400.0,162,27,0,eddy merckx milano 72 carbon bike eddie merckx milano 72 carbon road bike size xxs suitable lady height 152 160 rfs upgrade bike,-1,0.4108260682407191,bike,size,carbon,shimano,frame,mm,road,new,cm,ultegra,High
3,3,Wilier GTR Team Rim Grey Orange Glossy Frameset Only (XXS / XS) Bicycle and Cycling,"1,480",Brand new,Mailing · Meetup,Yesterday,Road Bikes,Bumped,Never used. May come with original packaging or tag.,Y,Y,"Bikemart SG Pte. Ltd.12pm - 6.30pm, Monday - Saturday",online.bicycle,Joined 9 years ago,Very Responsive,Verified,,,,5.0,5000,Wilier,1480.0,573,91,0,wilier gtr team rim grey orange glossy frameset xxs xs bicycle cycling color grey orange   size xxs xs frameset gtr team italian technology take evolution race gtr team aim rider need bike multiple use light responsive racer comfortable versatile enjoy cycle stress -------------------------------- online bicycle lead online platform quality cycling brand affordable price official store,-1,0.12007385347698943,bike,size,carbon,shimano,frame,mm,road,new,cm,ultegra,High
1,10,[7.9kg]Cervelo S1 road bike alu frame with carbon fork,"1,500",Lightly used,Mailing · Meetup,39 minutes ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.",Y,Y,Blk 206C Compassvale Lane,stand_bike,Joined 6 years ago,Very Responsive,Verified,,,,5.0,1000,"Cervelo, Cervelo, cervelo",1500.0,415,65,0,7.9kg]cervelo s1 road bike alu frame carbon fork cervelo s1 size s frame size 51 cm suitable 160 173 cm ultegra crankset shifter dura ace brake caliper derailleur   toseek saddle 200 g wheelset   fulcrum racing speed xlr 50 mm superlight weight worth 1k   deda superzero drop bar bontrager elite stem creek crane headset original cervelo seatpost bike 7.9 kg include pedal  ,-1,0.26314400650693165,bike,size,carbon,shimano,frame,mm,road,new,cm,ultegra,High
1,10,Giant Tcr Advanced Pro 2018 R8000 Ultegra SLR1 Carbon Wheelset Full Road Bike,"1,750",Well used,Meetup,an hour ago,Road Bikes,Posted,Has minor flaws or defects.,N,Y,Clementi MRT Station (EW23),ds_p123,Joined 2 years ago,Very Responsive,Verified,,,,5.0,4,"Giant, Giant",1750.0,365,60,0,giant tcr advanced pro 2018 r8000 ultegra slr1 carbon wheelset road bike spec   •m size frame suitable 1.7 1.8 cm •shimano ultegra r8000 groupset 11speed •giant slr-1 30 mm carbon wheelset continental gp5000 tyres   planning need let asap picture bike frame get scratch mind come nego good price,1,1.0,giant,tcr,shimano,advanced,size,pro,disc,carbon,wheelset,advance,High
47,8,ORBEA Road Bike,950,Like new,Meetup,2 weeks ago,Road Bikes,Posted,Used once or twice. As good as new.,N,Y,7-Eleven,parrotlover,Joined 9 years ago,Very Responsive,Verified,,,,4.7,65,ORBEA,950.0,320,58,0,orbea road bike condition 9/10 loud smooth hub continental tyre gp 5000 dura ace groupset dura ace carnkset dura ace r cailer ultegra pedal ultegra f cailer carbon fork carbon seat pole carbon saddle trigon carbon t2 bar shimano shifter 10 speed bike size 50 bike weight 8 kg look exchange size 48,-1,0.1716727759169536,bike,size,carbon,shimano,frame,mm,road,new,cm,ultegra,Med
0,6,GIANT TCR ADVANCED 3 DISC,"1,800",Like new,Meetup,an hour ago,Road Bikes,Posted,Used once or twice. As good as new.,N,Y,Keat Hong LRT Station (BP3),wwgrx,Joined 9 months ago,Very Responsive,Verified,,,,5.0,5,"GIANT, Giant, Giant, Giant, Giant, Giant, Giant, Giant",1800.0,742,106,3,giant tcr advanced 3 disc • s blue ashes • frame advanced grade composite disc •fork advanced grade composite overdrive steerer disc •shock n •handlebar stem giant contact •seatpost giant variant composite •saddle giant approach •pedal shimano •shifter rear derailleur shimano tiagra •brakes brakes levers shimano tiagra hydraulic •cassette shimano tiagra 11x32 •chain x10 1 •crankset shimano tiagra 34/50 •bottom bracket shimano press fit •rim giant pr-2 disc wheelset •hub giant pr-2 disc wheelset 12 mm axle •spoke giant pr-2 disc wheelset •tire giant gavia course 1 tubeless 700x28 mm 25c fold •weight ≈ 8.9 kg extremely light   open reasonable negotiations   fast deal,1,0.5989866152234282,giant,tcr,shimano,advanced,size,pro,disc,carbon,wheelset,advance,High
31,9,Cannondale Caad 8 105,"1,300",Lightly used,Meetup,3 weeks ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.",N,Y,7-11,dinong88,Joined 4 years ago,Mostly Responsive,Verified,,,,5.0,43,Cannondale,1300.0,544,86,0,cannondale caad 8 105 sell caad 8 new buy covid bike easily hit 40 km -condition 8.5/10 -weight 8.2 kg -size 51 165 175cm)height -shimano 105 shifter 1 x 11     speed -stone oval chain ring 50 t -shimano 11 speed casette -sora brake caliper -novatec carbon wheel    -ultra light carbon fork -michelin dynamic sport tire    f372sb loud hud -ceramic speed         pulley(replica -velo gel saddle -carbon seatpost -carbon handlebar -xoss com speed senser -2 carbon bottle cage -front rear light,-1,0.12574884066511305,bike,size,carbon,shimano,frame,mm,road,new,cm,ultegra,High
1,10,[7.9kg]Cervelo S1 road bike alu frame with carbon fork,"1,500",Lightly used,Mailing · Meetup,58 minutes ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.",Y,Y,Blk 206C Compassvale Lane,stand_bike,Joined 6 years ago,Very Responsive,Verified,,,,5.0,1000,"Cervelo, Cervelo, cervelo",1500.0,537,85,0,7.9kg]cervelo s1 road bike alu frame carbon fork cervelo s1 size s frame size 51 cm suitable 160 173 cm body frame condition superb good   overall bike condition like new ride condition come view believe   ultegra crankset shifter dura ace brake caliper derailleur   toseek saddle 200 g wheelset   fulcrum racing speed xlr 50 mm superlight weight worth 1k   deda superzero drop bar bontrager elite stem creek crane headset original cervelo seatpost bike 7.9 kg include pedal  ,-1,0.27310097513231557,bike,size,carbon,shimano,frame,mm,road,new,cm,ultegra,High
2,1,Merida Crossway 40,300,Lightly used,Meetup,an hour ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.",N,Y,myVillage,heryjf-61826,Joined 1 year ago,,Verified,,,,5.0,1,Merida,300.0,19,3,0,merida crossway 40,2,1.0,merida,reacto,carbon,bike,shimano,ultegra,scultura,size,frame,road,Low
9,1,CHEAPEST Specialized venge pro,"1,800",Lightly used,Meetup,3 days ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.",N,Y,Ubi MRT Station (DT27)Eunos MRT Station (EW7),jdr_customs,Joined 4 years ago,Very Responsive,Verified,,,,4.7,25,Specialized,1800.0,504,80,0,cheapest specialized venge pro 1800 aunthenthic venge pro frame hear right cheap market 170 185 cm receipt bikemartsg true beauty frame build amazing experience endurace add on ultegra grpset shifter 400 enve dtswiss wheelset 1.2 carbon 50 mm wheelset 400 selle royal saddle 20 include free pedal carbon stem price meet hope understand substantially preferred price offer reasonably,0,0.47656977126624345,specialized,bike,mm,carbon,tarmac,shimano,size,saddle,sram,ultegra,High
18,6,Cinelli Experience,"1,100",Lightly used,Meetup,1 month ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.",N,Y,SkyTerrace @ DawsonUNSPOKIN’,ben1302,Joined 8 years ago,Very Responsive,Verified,,,,5.0,12,"Cinelli, Cinelli, Cinelli, Cinelli, Cinelli, Cinelli, Cinelli",1100.0,1685,263,0,cinelli experience ' intelligent ' racing design make frame ideal rider search versatility perfect competition winter training use hard pack gravel path oversized section tube bracket zone large triangular rear stay zero torsion stays significantly increase lateral stiffness frame turn pedal fit good mix shimano cinelli component shimano wheel experience bike ready ride weather style road riding great choice rider want experience cycling time bike strong light reliable thank good quality cycling component build piece peak condition aftermarket upgrade fulcrum wheelset vittoria rubino tire brooks saddle dmr pedal   size 52 165 175 cm specifications frame cinelli experience columbus 7005 aluminium alloy fork cinelli experience carbon wheelset fulcrum racing quattro 35 mm groupset shimano 105 brake levers shifters shimano 105 chainset shimano 105 compact 50x34 bracket shimano hollowtech derailleur shimano 105 rear derailleur shimano 105 brake calipers shimano 105 chain kmc x11 handlebar cinelli 31.8 mm bar tape supacaz stem cinelli 31.8 mm seat post cinelli 27.2 mm saddle brooks b17 imperial black tyre vittoria rubino pro 700 x 25c project upcycle bike cover 3 month warranty defect mechanical malfunction project cycle bike come 1 free lunch break tuneup worth 30,-1,0.14627578632544394,bike,size,carbon,shimano,frame,mm,road,new,cm,ultegra,Med
49,6,URGENT!!!Raleigh road bike 700C RL880 24 speed,280 300,Like new,Meetup,3 weeks ago,Road Bikes,Posted,Used once or twice. As good as new.,N,Y,Admiralty MRT Station (NS10)Woodlands MRT Interchange (NS9/TE2)See 4+ locations,oaheij,Joined 1 year ago,Very Responsive,Verified,,,,5.0,7,look,280.0,349,66,4,urgent!!!raleigh road bike 700c rl880 24 speed   fast deal 260 slightly negotiable   need rid asap grip little dirty sweaty palm 10 time area rust seatpost right pic 6   late pic bike pic 5 14 kg specs fourth pic   look listing   pls buy ride safe,-1,0.15496909341324158,bike,size,carbon,shimano,frame,mm,road,new,cm,ultegra,Low
12,6,Road bike - Small,700,Lightly used,Meetup,3 weeks ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.",N,Y,Blk 234 Pasir Ris Drive 4,ranlojdb,Joined 2 years ago,Very Responsive,Verified,,,,5.0,6,Trek,700.0,875,161,0,road bike small trek lexa xs road bike 44 cm seat tube 700c/29 recommend rider 1.4 m 1.6 m tall complete bike groupset sora r3000 lever   2x9 spd lightly claris derailleur fd 2000 2 crankset   fc 2000 brand new rear derailleur 105 rd 5600 9spd good condition 9spd sram cassette plenty life leave shimano rs100 wheelset brand new tektra rim brake caliper   continental gp5000 tanwall tyre ride pedal attach currently provide extra brand new flat pedal decathlon foc feel free try bike ill fit bike preference install replace part let know rfs size build friend leave country pm text 90683041 info,-1,0.1341508465588805,bike,size,carbon,shimano,frame,mm,road,new,cm,ultegra,Med
37,5,Canyon Endurace AL,"2,000",Well used,Meetup,3 weeks ago,Road Bikes,Bumped,Has minor flaws or defects.,N,Y,Hougang 1,derekghc,Joined 6 years ago,Very Responsive,Verified,,,,5.0,20,"Canyon, Canyon, look",2000.0,450,73,0,canyon endurace al beloved canyon endurace al   size 2xs shimano 105 r7000 11 speed component 50/34 crank 165 crank arm shimano rear derailleur   shimano cassette 11/34 shimano ice disc trp spyre disc caliper yeoleo deep carbon rim 40 50 sapim blade spoke novetech hub continental gp5000 700c x 30 tire maintain look like new configure long climbs padels include low baller blocked,4,1.0,canyon,cf,bike,ultimate,endurace,aeroad,size,sl,shimano,new,High
18,4,WTS/WTT Giant TCR SL 2 Small,"1,050",Lightly used,Meetup,3 weeks ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.",N,Y,Pasir Ris MRT Station (EW1),jla11,Joined 2 years ago,Very Responsive,Verified,,,,5.0,13,"Giant, Giant, Giant, Giant, Giant, Giant, Giant, Giant, Giant",1050.0,949,132,0,wts wtt giant tcr sl 2 small giant tcr sl 2 2021 newly upgade giant pr2 wheelset tubeless great condition maintain      technical specifications     frame aluxx grade aluminum fork advanced grade composite carbon fork derailleur shimano tiagra 2 speed rear derailleur shimano tiagra 10 speed shifters shimano tiagra 20 speed brakes tektro tk b177 tires giant gavia ac-1 tubeless 700x25c upgrade rims giant pr2 upgrade handlebar giant connect stem giant sport seatpost giant variant composite hubs giant pr2 upgrade cassette shimano tiagra 11/34 t chain kmc x11el crankset shimano tiagra 34/50 t gears 20 speed minor scratch frame affect performance great beginner mid level cyclist   nego bit message open trade gaming pc hit offer thank,1,0.51568228024104,giant,tcr,shimano,advanced,size,pro,disc,carbon,wheelset,advance,Med
7,4,Giant Hybrid  Bike 29” Escape 1 - S,"1,100",Like new,Meetup,1 month ago,Road Bikes,Posted,Used once or twice. As good as new.,N,Y,Caltex,ayeohg,Joined 8 years ago,Mostly Responsive,Verified,,,,5.0,38,"Giant, Giant",1100.0,124,25,0,"giant hybrid   bike 29 "" escape 1 s lightly giant hybrid 29 "" bike escape 1 size s. charcoal colour good new",-1,0.14746601492357847,bike,size,carbon,shimano,frame,mm,road,new,cm,ultegra,Med
3,4,Trek domane 2.0,300,Well used,Mailing,3 hours ago,Road Bikes,Posted,Has minor flaws or defects.,Y,N,,thelifetim01605,Joined 4 months ago,Mostly Responsive,Verified,,,,0.0,0,Trek,300.0,92,15,0,trek domane 2.0 racing tire fulcrum wheel   tiagra 10 speed dura ace brake   ultegra crank,4,0.41509461880907617,canyon,cf,bike,ultimate,endurace,aeroad,size,sl,shimano,new,Low
6,10,CANNONDALE SIZE 54,"1,300",Well used,Meetup,1 week ago,Road Bikes,Posted,Has minor flaws or defects.,N,Y,Blk 738 Pasir Ris Multi Purpose Hall,carlosg1,Joined 7 years ago,Very Responsive,Verified,,,,5.0,113,CANNONDALE,1300.0,449,83,1,cannondale size 54 new r7000 groupset old d r7000 170 50/34 t crankset ultegra wheelset wh6800 smooth dura ace r9100 11 30 cassette kmc x11el hollow plates .. extra light chain part new bike stand shoes funky smell maintenance goody bryton 420 quadlock mount rear light spare tube bike pump 2x bottle cage .... shebang   cheer,-1,0.12129786557363324,bike,size,carbon,shimano,frame,mm,road,new,cm,ultegra,High
2,10,[7.9kg]Cervelo S1 road bike alu frame with carbon fork,"1,500",Lightly used,Mailing · Meetup,2 hours ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.",Y,Y,Blk 206C Compassvale Lane,stand_bike,Joined 6 years ago,Very Responsive,Verified,,,,5.0,1000,"giant, trek, pinarello, specialised, Cervelo, Cervelo, cervelo",1500.0,576,89,0,7.9kg]cervelo s1 road bike alu frame carbon fork cervelo s1 size s frame size 51 cm suitable 160 173 cm body frame condition superb good   overall bike condition like new ride condition come view believe   ultegra crankset shifter dura ace brake caliper derailleur   toseek saddle 200 g wheelset   fulcrum racing speed xlr 50 mm superlight weight worth 1k   deda superzero drop bar bontrager elite stem creek crane headset original cervelo seatpost bike 7.9 kg include pedal   giant trek pinarello specialise  ,-1,0.33764143499498955,bike,size,carbon,shimano,frame,mm,road,new,cm,ultegra,High
21,4,Alllez Sprint Disc Brake Size 54,"1,900",Lightly used,Mailing,1 week ago,Road Bikes,Bumped,"Used with care. Flaws, if any, are barely noticeable.",Y,N,,exu45dh5bb,Joined 2 years ago,Very Responsive,Verified,,,,5.0,17,Allez,1900.0,112,17,0,alllez sprint disc brake size 54 2021 allez sprint   ultergra disc brake shimano 105   shimano clipless pedal,-1,0.23060607989470278,bike,size,carbon,shimano,frame,mm,road,new,cm,ultegra,High
